id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0325,Perú,39,M,Plaza de Armas,Arequipa,2023-10-02,4,2818.4,Bus
V0326,México,70,F,Monasterio de Santa Catalina,Arequipa,2025-05-10,3,3064.56,Auto
V0327,Perú,69,F,Lago Titicaca,Puno,2025-09-21,2,900.76,Bus
V0328,Argentina,51,M,Plaza de Armas,Arequipa,2024-06-28,5,3767.64,nan
V0329,Perú,67,F,Cañón del Colca,Arequipa,2024-11-28,14,1424.86,Auto
V0330,Colombia,20,F,Líneas de Nazca,Ica,2024-04-29,9,1908.89,Tren
V0331,Perú,48,M,Sillustani,Puno,2023-06-25,12,2846.94,Avión
V0332,EE.UU.,23,F,Islas Uros,Puno,2024-06-11,8,3100.18,Bus
V0333,Perú,23,M,Islas Uros,Puno,2024-07-17,8,2545.75,Auto
V0334,EE.UU.,30,M,Centro Histórico,Lima,2024-07-04,6,4312.11,nan
V0335,Perú,50,F,Barranco,Lima,2025-04-27,2,627.66,Auto
V0336,Perú,59,M,Huacachina,Ica,2023-08-10,13,2670.71,nan
V0337,Perú,43,M,Montaña 7 Colores,Cusco,2023-09-09,3,1322.2,Auto
V0338,México,23,F,Cañón del Colca,Arequipa,2025-05-05,12,3831.58,Avión
V0339,Colombia,26,F,Sillustani,Puno,2024-07-19,7,831.71,Auto
V0340,Perú,67,F,Machu Picchu,Cusco,2023-03-09,6,694.31,Auto
V0341,Perú,23,M,Valle Sagrado,Cusco,2024-11-06,3,2814.58,Auto
V0342,Alemania,30,M,Miraflores,Lima,2024-04-20,7,4011.33,Tren
V0343,España,32,M,Plaza de Armas,Arequipa,2024-09-10,14,4318.62,nan
V0344,España,57,M,Centro Histórico,Lima,2025-07-16,1,2856.89,nan
V0345,Chile,66,M,Barranco,Lima,2024-08-21,13,2759.44,Auto
V0346,Perú,35,F,Cañón del Colca,Arequipa,2025-07-12,15,734.42,nan
V0347,Perú,32,M,Montaña 7 Colores,Cusco,2025-05-10,8,287.3,Avión
V0348,EE.UU.,40,F,Islas Uros,Puno,2024-11-23,1,3527.98,Tren
V0349,Perú,33,F,Huacachina,Ica,2023-11-20,14,2904.49,Tren
V0350,Perú,26,M,Líneas de Nazca,Ica,2023-07-04,8,762.62,Auto
V0351,Alemania,32,M,Valle Sagrado,Cusco,2023-02-12,10,2028.27,Auto
V0352,Francia,28,F,Líneas de Nazca,Ica,2024-04-13,14,3929.19,Avión
V0353,Perú,43,M,Cañón del Colca,Arequipa,2023-07-03,15,1303.44,Avión
V0354,Francia,41,M,Machu Picchu,Cusco,2023-11-14,5,2508.05,nan
V0355,Perú,37,M,Huacachina,Ica,2025-04-22,8,2485.53,nan
V0356,Francia,47,F,Barranco,Lima,2023-05-09,13,3305.01,Bus
V0357,España,31,F,Machu Picchu,Cusco,2024-10-23,1,412.7,Auto
V0358,Perú,23,F,Centro Histórico,Lima,2024-08-18,14,1878.32,Auto
V0359,Perú,62,F,Islas Uros,Puno,2024-03-18,15,2496.47,Bus
V0360,Perú,45,M,Barranco,Lima,2025-06-27,10,1570.18,Tren
V0361,Brasil,70,M,Miraflores,Lima,2023-09-23,1,752.87,Tren
V0362,EE.UU.,66,M,Huacachina,Ica,2024-01-01,10,3083.67,nan
V0363,EE.UU.,57,M,Cañón del Colca,Arequipa,2024-05-12,10,828.76,Avión
V0364,Perú,53,M,Machu Picchu,Cusco,2024-05-11,3,543.74,Bus
V0365,Perú,34,M,Machu Picchu,Cusco,2023-09-08,13,1866.04,Auto
V0366,Perú,21,F,Miraflores,Lima,2023-03-05,9,1003.26,Auto
V0367,Perú,62,F,Centro Histórico,Lima,2023-12-14,14,1212.19,Auto
V0368,Chile,38,M,Valle Sagrado,Cusco,2025-03-09,10,1432.16,Tren
V0369,Brasil,21,M,Miraflores,Lima,2023-05-27,15,1794.61,Auto
V0370,Chile,64,F,Plaza de Armas,Arequipa,2023-12-04,12,2784.45,Avión
V0371,España,39,F,Islas Uros,Puno,2024-03-29,13,4476.91,Tren
V0372,México,68,M,Centro Histórico,Lima,2023-10-24,14,1490.31,Bus
V0373,Alemania,34,F,Barranco,Lima,2023-09-11,5,1766.02,Avión
V0374,Brasil,42,F,Centro Histórico,Lima,2024-10-16,7,1265.31,Bus
V0375,España,69,F,Cañón del Colca,Arequipa,2025-04-24,12,1832.44,nan
V0376,Perú,49,F,Sillustani,Puno,2023-02-07,4,934.89,Tren
V0377,Perú,30,M,Barranco,Lima,2025-02-16,15,375.72,Tren
V0378,Chile,28,F,Barranco,Lima,2023-09-14,8,801.95,Tren
V0379,Perú,52,M,Valle Sagrado,Cusco,2024-05-05,15,1142.54,Avión
V0380,Argentina,69,M,Monasterio de Santa Catalina,Arequipa,2024-12-21,10,1522.34,Auto
V0381,Perú,29,M,Montaña 7 Colores,Cusco,2024-12-31,9,1587.16,nan
V0382,Perú,69,M,Sillustani,Puno,2023-02-21,4,930.25,Avión
V0383,Chile,45,M,Valle Sagrado,Cusco,2024-03-16,10,308.23,Bus
V0384,Colombia,27,M,Lago Titicaca,Puno,2024-08-16,14,3916.72,Tren
V0385,Chile,59,F,Cañón del Colca,Arequipa,2025-08-10,9,4304.57,Avión
V0386,Perú,49,M,Plaza de Armas,Arequipa,2024-02-05,1,2639.0,Tren
V0387,EE.UU.,39,M,Centro Histórico,Lima,2023-04-07,6,1444.26,Avión
V0388,España,18,M,Cañón del Colca,Arequipa,2023-07-18,6,3236.56,Auto
V0389,Perú,21,M,Monasterio de Santa Catalina,Arequipa,2023-12-31,10,2959.45,Tren
V0390,Perú,70,F,Barranco,Lima,2023-02-23,3,2494.7,Auto
V0391,Perú,51,M,Machu Picchu,Cusco,2024-01-05,3,2692.42,Auto
V0392,Colombia,37,M,Islas Ballestas,Ica,2025-04-21,7,1933.91,nan
V0393,EE.UU.,60,M,Miraflores,Lima,2023-02-21,13,1444.4,nan
V0394,Brasil,29,F,Barranco,Lima,2025-02-02,5,2441.71,Auto
V0395,Perú,20,M,Valle Sagrado,Cusco,2023-05-28,7,1116.97,Tren
V0396,EE.UU.,50,F,Valle Sagrado,Cusco,2024-01-19,4,1582.76,Auto
V0397,EE.UU.,22,M,Sillustani,Puno,2025-01-13,8,4363.3,Bus
V0398,Brasil,56,M,Machu Picchu,Cusco,2025-08-16,12,3798.1,Bus
V0399,Perú,26,F,Lago Titicaca,Puno,2025-05-23,11,276.23,Avión
V0400,Perú,61,F,Monasterio de Santa Catalina,Arequipa,2024-03-13,7,698.36,Auto
V0401,Perú,21,F,Machu Picchu,Cusco,2023-08-16,1,233.77,Avión
V0402,Perú,57,F,Cañón del Colca,Arequipa,2024-09-21,4,1881.6,Auto
V0403,Perú,65,F,Lago Titicaca,Puno,2025-06-27,12,810.45,Auto
V0404,México,22,M,Sillustani,Puno,2025-02-27,2,1265.72,Tren
V0405,Argentina,40,M,Machu Picchu,Cusco,2024-02-17,10,1277.88,Avión
V0406,Chile,19,M,Montaña 7 Colores,Cusco,2025-08-21,9,939.49,Auto
V0407,Perú,34,F,Plaza de Armas,Arequipa,2025-07-20,1,1542.07,Tren
V0408,Perú,40,M,Montaña 7 Colores,Cusco,2024-05-24,12,326.5,Tren
V0409,Perú,33,F,Cañón del Colca,Arequipa,2023-06-15,8,1111.94,Bus
V0410,Perú,65,M,Valle Sagrado,Cusco,2024-08-08,4,2255.13,nan
V0411,Perú,41,M,Islas Uros,Puno,2023-06-02,11,2460.36,Auto
V0412,Perú,18,F,Islas Ballestas,Ica,2023-02-26,15,673.56,Auto
V0413,Perú,37,M,Plaza de Armas,Arequipa,2023-01-17,12,1455.46,Tren
V0414,Perú,66,M,Monasterio de Santa Catalina,Arequipa,2024-01-01,7,813.68,nan
V0415,Perú,53,M,Lago Titicaca,Puno,2024-06-04,9,968.98,Auto
V0416,Chile,52,M,Islas Uros,Puno,2024-05-01,5,2983.79,Bus
V0417,Chile,57,F,Monasterio de Santa Catalina,Arequipa,2024-02-22,1,3625.46,Auto
V0418,Perú,41,F,Monasterio de Santa Catalina,Arequipa,2025-05-07,2,624.87,Avión
V0419,Perú,33,F,Sillustani,Puno,2024-02-05,15,516.58,Bus
V0420,Chile,64,F,Cañón del Colca,Arequipa,2024-01-06,3,2675.93,Avión
V0421,Chile,36,M,Barranco,Lima,2023-12-02,11,3742.08,Auto
V0422,Perú,25,F,Montaña 7 Colores,Cusco,2024-03-12,9,758.76,Avión
V0423,Perú,41,F,Huacachina,Ica,2023-07-24,8,788.87,nan
V0424,Brasil,42,M,Islas Uros,Puno,2023-03-30,4,2536.68,Auto
V0425,Brasil,33,M,Sillustani,Puno,2023-02-22,9,2889.91,Bus
V0426,EE.UU.,46,M,Islas Ballestas,Ica,2024-10-20,13,2156.87,Bus
V0427,Perú,57,M,Barranco,Lima,2023-08-26,7,614.45,Bus
V0428,Perú,23,F,Líneas de Nazca,Ica,2024-09-12,13,2356.67,Avión
V0429,EE.UU.,28,M,Barranco,Lima,2023-11-16,11,3518.81,Tren
V0430,EE.UU.,51,M,Islas Ballestas,Ica,2023-10-02,14,681.76,nan
V0431,Perú,45,F,Lago Titicaca,Puno,2024-06-26,9,220.51,Tren
V0432,EE.UU.,42,M,Sillustani,Puno,2024-03-04,2,2436.78,Tren
V0433,España,41,F,Valle Sagrado,Cusco,2024-01-30,4,4197.81,Avión
V0434,Perú,28,F,Valle Sagrado,Cusco,2023-08-03,12,1914.8,nan
V0435,España,34,M,Centro Histórico,Lima,2024-02-10,7,2709.77,nan
V0436,Chile,32,M,Machu Picchu,Cusco,2023-06-11,3,511.75,Tren
V0437,EE.UU.,50,M,Machu Picchu,Cusco,2023-04-26,3,1884.15,Avión
V0438,México,63,F,Plaza de Armas,Arequipa,2025-05-04,13,810.0,Avión
V0439,Perú,41,M,Montaña 7 Colores,Cusco,2023-10-04,6,2973.95,Auto
V0440,Colombia,68,F,Plaza de Armas,Arequipa,2025-06-20,2,1381.2,Tren
V0441,Francia,30,M,Valle Sagrado,Cusco,2023-08-15,15,1517.57,Tren
V0442,Perú,58,F,Machu Picchu,Cusco,2023-11-16,2,855.34,nan
V0443,Perú,44,F,Sillustani,Puno,2024-08-14,6,1982.9,nan
V0444,España,60,M,Islas Uros,Puno,2024-12-14,5,1801.23,Auto
V0445,Perú,66,M,Sillustani,Puno,2023-11-22,13,1566.41,nan
V0446,Colombia,30,F,Plaza de Armas,Arequipa,2024-09-28,7,564.99,Bus
V0447,España,65,M,Barranco,Lima,2024-12-08,10,2506.36,nan
V0448,Perú,47,F,Huacachina,Ica,2025-07-05,3,673.6,Auto
V0449,EE.UU.,36,M,Sillustani,Puno,2024-08-03,15,1159.3,Auto
V0450,Perú,22,F,Miraflores,Lima,2024-04-21,3,2287.4,Bus
V0451,EE.UU.,59,M,Miraflores,Lima,2023-03-08,4,4060.26,Auto
V0452,Perú,19,F,Montaña 7 Colores,Cusco,2023-10-08,5,954.66,Auto
V0453,Chile,47,F,Lago Titicaca,Puno,2024-02-15,9,2297.1,Avión
V0454,Perú,39,F,Lago Titicaca,Puno,2025-07-18,9,1107.99,Bus
V0455,Perú,67,F,Islas Ballestas,Ica,2024-11-05,3,464.12,nan
V0456,EE.UU.,61,F,Lago Titicaca,Puno,2024-11-06,8,1730.81,Tren
V0457,Perú,62,F,Monasterio de Santa Catalina,Arequipa,2024-12-06,1,1244.85,Bus
V0458,España,41,F,Líneas de Nazca,Ica,2025-04-22,14,3419.43,Auto
V0459,Perú,22,F,Huacachina,Ica,2024-05-02,12,250.54,Avión
V0460,Perú,24,M,Cañón del Colca,Arequipa,2025-09-28,11,1781.49,Tren
V0461,Perú,56,M,Machu Picchu,Cusco,2025-01-29,12,1833.98,nan
V0462,Perú,43,M,Islas Ballestas,Ica,2024-11-28,9,1512.79,nan
V0463,España,67,F,Islas Uros,Puno,2023-12-30,2,4335.59,Bus
V0464,Perú,67,M,Huacachina,Ica,2025-09-28,4,1817.13,nan
V0465,Perú,42,F,Centro Histórico,Lima,2023-06-20,8,690.35,Auto
V0466,Perú,69,F,Islas Ballestas,Ica,2024-04-11,3,1571.04,Tren
V0467,Perú,45,M,Islas Ballestas,Ica,2025-01-02,7,445.92,Bus
V0468,Perú,63,M,Cañón del Colca,Arequipa,2025-07-22,2,2129.43,nan
V0469,Brasil,69,F,Huacachina,Ica,2023-02-26,2,2844.08,Auto
V0470,México,56,M,Monasterio de Santa Catalina,Arequipa,2023-03-15,12,1269.81,Tren
V0471,Perú,38,M,Cañón del Colca,Arequipa,2025-07-02,14,1011.71,nan
V0472,Perú,60,F,Machu Picchu,Cusco,2024-06-01,12,1054.96,Bus
V0473,Perú,61,M,Lago Titicaca,Puno,2025-03-08,14,1290.51,Avión
V0474,EE.UU.,23,F,Sillustani,Puno,2024-12-22,13,740.53,Bus
V0475,Perú,42,F,Líneas de Nazca,Ica,2024-01-13,10,352.81,Bus
V0476,Perú,36,M,Sillustani,Puno,2023-11-18,4,2425.0,Auto
V0477,Perú,50,F,Monasterio de Santa Catalina,Arequipa,2023-01-29,7,1057.6,Bus
V0478,Perú,68,M,Lago Titicaca,Puno,2023-02-08,7,840.81,Bus
V0479,Perú,31,M,Centro Histórico,Lima,2023-01-13,1,704.79,Bus
V0480,Perú,33,F,Miraflores,Lima,2024-09-06,15,2528.92,nan
V0481,EE.UU.,31,M,Cañón del Colca,Arequipa,2025-06-07,1,2113.1,Avión
V0482,Colombia,66,F,Monasterio de Santa Catalina,Arequipa,2025-08-16,5,4356.3,Auto
V0483,Chile,49,M,Líneas de Nazca,Ica,2024-01-02,8,3488.61,nan
V0484,Brasil,26,F,Cañón del Colca,Arequipa,2024-03-18,4,2354.58,Tren
V0485,Perú,34,F,Valle Sagrado,Cusco,2023-09-30,2,2337.81,Auto
V0486,Chile,54,M,Plaza de Armas,Arequipa,2023-07-24,12,3831.85,Avión
V0487,Perú,47,F,Centro Histórico,Lima,2025-06-09,14,1166.94,nan
V0488,EE.UU.,22,F,Machu Picchu,Cusco,2023-01-04,3,2790.15,nan
V0489,Perú,45,M,Barranco,Lima,2023-07-07,15,1357.73,Tren
V0490,EE.UU.,29,M,Barranco,Lima,2023-07-01,7,3302.64,nan
V0491,Perú,58,F,Sillustani,Puno,2024-12-01,10,484.9,nan
V0492,España,48,F,Miraflores,Lima,2023-03-21,6,941.06,Tren
V0493,Chile,64,M,Cañón del Colca,Arequipa,2025-04-09,13,401.91,Auto
V0494,Alemania,28,M,Huacachina,Ica,2024-08-18,12,698.19,Tren
V0495,Perú,38,M,Líneas de Nazca,Ica,2023-04-08,3,1159.74,Bus
V0496,Perú,60,M,Centro Histórico,Lima,2025-04-18,11,1475.8,Tren
V0497,España,70,M,Líneas de Nazca,Ica,2025-05-26,5,4421.14,Tren
V0498,Perú,58,M,Valle Sagrado,Cusco,2024-01-04,3,879.61,Avión
V0499,Perú,53,F,Machu Picchu,Cusco,2024-03-24,10,2977.16,Bus
V0500,Colombia,37,M,Islas Uros,Puno,2023-12-04,9,2007.27,Auto
V0501,Perú,38,F,Sillustani,Puno,2023-12-29,7,364.95,nan
V0502,Colombia,68,F,Islas Uros,Puno,2024-05-02,15,2269.67,Avión
V0503,Francia,67,M,Huacachina,Ica,2025-07-25,5,1459.19,Auto
V0504,Francia,44,F,Lago Titicaca,Puno,2024-09-17,5,3826.86,nan
V0505,Perú,38,F,Islas Ballestas,Ica,2023-10-23,11,1145.6,Tren
V0506,Francia,25,F,Líneas de Nazca,Ica,2025-04-19,15,1306.87,Avión
V0507,Perú,66,F,Cañón del Colca,Arequipa,2023-07-16,4,1288.53,Auto
V0508,Colombia,52,M,Barranco,Lima,2025-09-11,2,2015.73,nan
V0509,España,57,F,Cañón del Colca,Arequipa,2024-04-01,6,2120.58,Tren
V0510,Perú,18,M,Plaza de Armas,Arequipa,2023-12-07,5,1353.87,Bus
V0511,Perú,36,M,Sillustani,Puno,2023-11-17,6,2705.83,Bus
V0512,Perú,65,M,Cañón del Colca,Arequipa,2023-02-13,10,767.68,nan
V0513,Perú,22,F,Sillustani,Puno,2025-08-31,3,2501.52,Tren
V0514,España,38,M,Barranco,Lima,2024-07-04,7,2729.47,Tren
V0515,México,41,F,Monasterio de Santa Catalina,Arequipa,2023-10-04,4,2875.28,Bus
V0516,Perú,35,M,Valle Sagrado,Cusco,2024-01-29,10,2989.35,Auto
V0517,Perú,53,F,Lago Titicaca,Puno,2025-05-09,6,734.04,Auto
V0518,Brasil,47,M,Miraflores,Lima,2024-07-06,9,2337.92,Auto
V0519,EE.UU.,24,F,Barranco,Lima,2023-10-13,10,581.99,Auto
V0520,Perú,61,M,Cañón del Colca,Arequipa,2023-11-13,7,2859.4,Tren
V0521,Perú,26,M,Cañón del Colca,Arequipa,2023-01-19,14,267.31,Auto
V0522,Perú,32,M,Centro Histórico,Lima,2023-06-01,8,1256.65,Avión
V0523,Chile,53,F,Miraflores,Lima,2025-04-15,4,3357.36,nan
V0524,Perú,61,M,Plaza de Armas,Arequipa,2023-01-20,11,1769.83,Tren
V0525,España,53,M,Islas Uros,Puno,2023-09-07,7,3517.61,Auto
V0526,México,63,F,Cañón del Colca,Arequipa,2025-01-16,9,1860.15,nan
V0527,Perú,26,M,Valle Sagrado,Cusco,2024-03-24,2,1505.33,Avión
V0528,EE.UU.,28,F,Monasterio de Santa Catalina,Arequipa,2023-11-04,4,3707.59,Bus
V0529,Chile,57,M,Islas Ballestas,Ica,2023-11-01,9,1819.32,Auto
V0530,Perú,51,F,Monasterio de Santa Catalina,Arequipa,2023-11-20,14,2748.57,nan
V0531,Perú,57,M,Plaza de Armas,Arequipa,2024-05-13,10,861.94,Tren
V0532,Perú,32,M,Huacachina,Ica,2025-09-05,10,626.56,Bus
V0533,Brasil,43,M,Plaza de Armas,Arequipa,2024-07-21,9,671.17,nan
V0534,Perú,38,F,Centro Histórico,Lima,2024-01-14,13,2609.99,Avión
V0535,Perú,28,M,Miraflores,Lima,2023-05-28,7,272.48,nan
V0536,Perú,48,M,Cañón del Colca,Arequipa,2023-06-29,11,1677.1,Tren
V0537,Perú,64,F,Machu Picchu,Cusco,2024-02-25,1,514.04,nan
V0538,Perú,33,M,Huacachina,Ica,2023-07-02,8,2163.48,Bus
V0539,España,20,M,Lago Titicaca,Puno,2023-12-30,12,1651.45,nan
V0540,Perú,54,M,Valle Sagrado,Cusco,2025-05-29,6,1348.39,nan
V0541,Perú,21,F,Montaña 7 Colores,Cusco,2025-09-30,10,1917.15,nan
V0542,Perú,35,M,Lago Titicaca,Puno,2025-01-17,10,1913.7,nan
V0543,España,62,M,Cañón del Colca,Arequipa,2023-04-26,14,2633.69,Bus
V0544,Perú,61,F,Miraflores,Lima,2024-01-25,4,1280.65,Tren
V0545,Brasil,67,M,Islas Ballestas,Ica,2024-10-21,2,2957.0,Auto
V0546,Perú,63,M,Montaña 7 Colores,Cusco,2023-11-04,10,661.89,Avión
V0547,Perú,57,M,Líneas de Nazca,Ica,2023-04-20,5,960.93,Bus
V0548,Perú,20,M,Huacachina,Ica,2023-08-24,3,2281.86,nan
V0549,Chile,40,M,Machu Picchu,Cusco,2024-10-16,5,571.99,Bus
V0550,Chile,30,M,Lago Titicaca,Puno,2023-05-27,7,3343.11,Auto
V0551,Argentina,59,F,Montaña 7 Colores,Cusco,2024-07-26,9,2141.3,Auto
V0552,Perú,55,M,Huacachina,Ica,2025-03-14,12,1888.11,Tren
V0553,Francia,66,M,Centro Histórico,Lima,2023-02-28,6,4417.61,nan
V0554,Argentina,33,F,Líneas de Nazca,Ica,2024-08-11,13,519.45,nan
V0555,Perú,27,F,Barranco,Lima,2024-01-27,13,786.06,Tren
V0556,Brasil,36,M,Islas Ballestas,Ica,2024-10-07,3,1071.65,Auto
V0557,Perú,20,F,Cañón del Colca,Arequipa,2023-09-14,9,766.27,nan
V0558,Colombia,66,M,Líneas de Nazca,Ica,2024-09-06,15,327.91,Bus
V0559,Chile,38,M,Barranco,Lima,2023-07-16,5,677.48,Avión
V0560,Perú,39,M,Centro Histórico,Lima,2025-01-21,15,741.32,nan
V0561,México,64,M,Centro Histórico,Lima,2023-03-05,1,1424.21,Tren
V0562,Perú,49,M,Montaña 7 Colores,Cusco,2024-04-14,10,1181.6,Bus
V0563,EE.UU.,21,M,Líneas de Nazca,Ica,2024-07-27,5,4292.12,Tren
V0564,Perú,65,F,Valle Sagrado,Cusco,2023-07-29,8,1785.34,nan
V0565,EE.UU.,55,F,Islas Ballestas,Ica,2024-05-25,12,3666.32,nan
V0566,Chile,21,F,Islas Uros,Puno,2023-07-20,11,468.19,Avión
V0567,Colombia,53,F,Cañón del Colca,Arequipa,2025-08-31,5,3487.75,Avión
V0568,Brasil,42,M,Monasterio de Santa Catalina,Arequipa,2023-01-25,11,4385.29,Auto
V0569,Perú,69,F,Barranco,Lima,2024-11-30,2,2924.03,Auto
V0570,Perú,44,F,Centro Histórico,Lima,2025-05-31,15,2106.83,Tren
V0571,Perú,48,M,Islas Ballestas,Ica,2023-12-22,4,2233.1,Auto
V0572,Colombia,47,M,Plaza de Armas,Arequipa,2024-10-13,14,3542.77,Auto
V0573,Perú,43,F,Huacachina,Ica,2024-07-16,2,1285.38,Tren
V0574,España,63,M,Montaña 7 Colores,Cusco,2025-04-02,15,1313.48,nan
V0575,Perú,24,M,Islas Ballestas,Ica,2023-07-27,8,1916.29,Bus
V0576,Perú,20,M,Barranco,Lima,2024-02-20,7,717.8,Bus
V0577,Perú,21,F,Centro Histórico,Lima,2024-09-11,9,911.08,Auto
V0578,España,56,M,Islas Uros,Puno,2024-07-17,11,1255.33,Auto
V0579,Alemania,69,F,Lago Titicaca,Puno,2023-11-20,10,2866.25,Tren
V0580,Perú,58,F,Islas Ballestas,Ica,2025-04-23,14,1312.1,Tren
V0581,Colombia,25,M,Miraflores,Lima,2023-04-21,7,1738.3,nan
V0582,EE.UU.,49,F,Montaña 7 Colores,Cusco,2025-06-01,7,1906.54,nan
V0583,EE.UU.,61,F,Huacachina,Ica,2024-02-22,5,2702.47,nan
V0584,Perú,24,M,Barranco,Lima,2025-03-12,1,1191.51,Avión
V0585,Perú,33,F,Miraflores,Lima,2024-04-13,6,772.7,Auto
V0586,Perú,29,F,Sillustani,Puno,2023-04-16,4,422.3,Auto
V0587,México,32,M,Líneas de Nazca,Ica,2024-11-26,4,1574.52,Tren
V0588,Perú,24,M,Centro Histórico,Lima,2024-01-21,14,1634.57,Auto
V0589,Perú,34,F,Lago Titicaca,Puno,2023-08-07,12,572.94,Auto
V0590,España,24,F,Monasterio de Santa Catalina,Arequipa,2025-03-20,8,403.34,Tren
V0591,Chile,31,M,Centro Histórico,Lima,2024-08-02,4,445.92,Bus
V0592,Perú,42,F,Lago Titicaca,Puno,2024-07-17,14,823.34,Avión
V0593,Perú,32,M,Islas Uros,Puno,2025-05-18,5,1249.44,Auto
V0594,Argentina,51,F,Sillustani,Puno,2023-02-13,4,523.35,nan
V0595,Perú,70,F,Sillustani,Puno,2025-05-10,9,791.93,Tren
V0596,Chile,28,M,Huacachina,Ica,2025-07-13,13,3159.51,Avión
V0597,España,55,F,Miraflores,Lima,2023-01-31,3,496.61,Avión
V0598,Perú,27,F,Islas Uros,Puno,2023-05-30,3,2800.81,nan
V0599,Chile,20,F,Sillustani,Puno,2023-12-08,6,3063.47,nan
V0600,Perú,25,F,Huacachina,Ica,2024-12-14,11,1944.97,Bus
V0601,Perú,23,F,Valle Sagrado,Cusco,2024-09-23,4,2171.57,Bus
V0602,Perú,53,M,Montaña 7 Colores,Cusco,2024-06-04,5,540.17,Tren
V0603,Argentina,52,F,Monasterio de Santa Catalina,Arequipa,2023-04-07,2,3471.88,nan
V0604,Perú,34,F,Lago Titicaca,Puno,2025-09-01,5,1912.91,Bus
V0605,Chile,47,M,Líneas de Nazca,Ica,2023-10-01,10,1354.81,Tren
V0606,España,36,M,Cañón del Colca,Arequipa,2023-07-24,12,3817.24,nan
V0607,Argentina,67,M,Valle Sagrado,Cusco,2025-02-12,4,1143.67,Bus
V0608,Argentina,31,M,Plaza de Armas,Arequipa,2025-07-08,14,3998.58,Auto
V0609,Perú,57,F,Islas Ballestas,Ica,2025-02-07,15,727.1,nan
V0610,Perú,25,M,Centro Histórico,Lima,2023-12-02,9,1018.4,Avión
V0611,Chile,21,F,Centro Histórico,Lima,2023-07-04,2,630.97,Avión
V0612,Argentina,36,M,Lago Titicaca,Puno,2024-06-19,9,2823.21,Tren
V0613,Perú,22,F,Líneas de Nazca,Ica,2023-08-17,11,448.71,Auto
V0614,México,64,M,Huacachina,Ica,2023-12-01,7,2312.29,Avión
V0615,Chile,70,F,Cañón del Colca,Arequipa,2024-05-20,2,3245.87,Auto
V0616,Francia,54,M,Sillustani,Puno,2025-02-27,1,869.92,nan
V0617,Perú,20,M,Cañón del Colca,Arequipa,2024-02-25,9,509.31,nan
V0618,Perú,20,M,Islas Ballestas,Ica,2024-10-19,6,248.62,Tren
V0619,Perú,51,F,Machu Picchu,Cusco,2024-01-08,1,818.07,Avión
V0620,Perú,61,F,Machu Picchu,Cusco,2024-01-29,3,820.43,Tren
V0621,Perú,53,M,Líneas de Nazca,Ica,2024-06-24,8,2706.98,Bus
V0622,Chile,53,M,Valle Sagrado,Cusco,2024-07-15,5,3798.21,Auto
V0623,Brasil,60,M,Islas Ballestas,Ica,2023-07-25,7,2798.75,Auto
V0624,EE.UU.,30,M,Líneas de Nazca,Ica,2023-06-27,13,3362.07,Avión
V0625,Perú,18,M,Miraflores,Lima,2023-11-17,11,1686.88,Auto
V0626,Alemania,60,F,Islas Ballestas,Ica,2023-09-20,14,1570.79,Bus
V0627,Perú,57,M,Valle Sagrado,Cusco,2025-03-26,4,816.86,Bus
V0628,Brasil,29,M,Barranco,Lima,2024-03-07,8,3544.95,nan
V0629,Perú,55,F,Centro Histórico,Lima,2023-07-13,12,1124.42,Auto
V0630,España,28,F,Islas Uros,Puno,2025-08-04,8,3350.57,Avión
V0631,España,55,M,Machu Picchu,Cusco,2024-05-20,7,3633.45,Tren
V0632,Colombia,41,M,Miraflores,Lima,2023-12-05,7,2237.28,Bus
V0633,Perú,24,F,Islas Uros,Puno,2025-04-19,15,1946.18,Auto
V0634,Perú,35,F,Sillustani,Puno,2024-09-02,10,2799.99,Bus
V0635,España,61,F,Barranco,Lima,2023-01-16,15,1430.83,Auto
V0636,Chile,28,F,Sillustani,Puno,2023-09-12,11,2422.51,Bus
V0637,México,28,M,Islas Uros,Puno,2025-08-19,14,2062.37,Bus
V0638,Brasil,57,F,Monasterio de Santa Catalina,Arequipa,2024-11-17,3,3886.76,Avión
V0639,Perú,24,F,Machu Picchu,Cusco,2025-07-28,7,756.25,Auto
V0640,México,53,M,Sillustani,Puno,2023-07-15,6,3513.64,Bus
V0641,España,62,F,Huacachina,Ica,2025-07-10,8,1633.23,Bus
V0642,Perú,40,F,Barranco,Lima,2023-07-25,7,2221.87,Auto
V0643,Chile,40,M,Islas Ballestas,Ica,2024-08-28,4,3492.82,Auto
V0644,Perú,62,F,Valle Sagrado,Cusco,2024-07-20,15,539.08,Tren
V0645,Chile,20,F,Barranco,Lima,2024-04-29,12,3631.41,nan
V0646,EE.UU.,25,F,Plaza de Armas,Arequipa,2024-06-09,11,3109.64,Auto
V0647,Francia,68,M,Lago Titicaca,Puno,2024-07-07,8,3306.13,Bus
V0648,Chile,21,F,Islas Uros,Puno,2024-03-01,10,467.9,nan
V0649,EE.UU.,29,M,Lago Titicaca,Puno,2023-11-10,5,2582.48,Tren
V0650,EE.UU.,37,M,Centro Histórico,Lima,2024-11-01,1,1949.74,Avión
V0651,Brasil,62,F,Cañón del Colca,Arequipa,2023-07-21,6,485.51,Tren
V0652,Perú,18,M,Sillustani,Puno,2025-04-01,11,1793.08,Tren
